Boss Locations,,,,,,,,,,,,,,,
,,10x Rotten Scale,,,,,,,,,,1x Pearl,,,
,,,,,,,,,,,,1x Amethyst,,,
,,,,,,,,,,,,1x Ruby,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
mag_dun02,,MVP:Muspellskoll,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,10x Elemental Fire,,,1x Solidified Lava,,,,,,,,,,
,,50x Burning Hair,,,1x Burning Horseshoe,,,,,orcsdun02,,MVP:Orc Necromancer,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,50x Orc Claws,,,1x Orc Fang
,,,,,,,,,,,,50x Zenorc Fangs,,,1x Massive Fang
,,,,,,,,,,,,25x Rotten Flesh,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
gef_fild14,,MVP:Orc Lord,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,1x Nursing Bottle,,,NONE,,,,,,,,,,
,,1x Orc Trophy,,,,,,,,,,,,,
,,,,,,,,,,moc_pryd04,,MVP:Osiris,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,50x Rotten Bandage,,,1x Ancient Coin
,,,,,,,,,,,,25x Grit,,,1x Necklace of Wisdom
,,,,,,,,,,,,25x Scalle Shell,,,
,,,,,,,,,,,,,,,
cmd_fild06,,MVP:Captain Sweety,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,1x Encrypted Orders I,,,NONE,,,,,,,,,,
,,1x Encrypted Orders II,,,,,,,,,,,,,
,,1x Encrypted Orders III,,,,,,,,,,,,,
,,,,,,,,,,treasure02,,MVP:Drake,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,15x Ectoplasm,,,1x Coral Reef
,,,,,,,,,,,,30x Dried Bone,,,1x Rusted Sword
,,,,,,,,,,,,30x Tentacle,,,
,,,,,,,,,,,,,,,
iz_dun05,,MVP:Kraken,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,50x Sharp Scale,,,1x Ancient Tooth,,,,,,,,,,
,,50x Gill,,,1x Deep Sea Shell,,,,,,,,,,
,,10x Elemental Water,,,1x Broken Trident,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,yuno_fild10,,MVP:Nightmare Pitaya,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,1x Blue Pitaya Tail,,,NONE
,,,,,,,,,,,,1x Goat Horn,,,
,,,,,,,,,,,,1x Living Stone,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
gef_fild11,,MVP:Goblin King,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,1x Iron Ore,,,NONE,,,,,,,,,,
,,1x Coal,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,hu_fild02,,MVP:Faceworm Queen,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,1x Faceworm Leg,,,NONE
,,,,,,,,,,,,1x Pyroxene,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
catacomb04,,MVP:Face of Horror,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,1x Apostle's Token,,,NONE,,,,,,,,,,
,,100x Grave Dust,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,jupe_core,,MVP:Vesper,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,25x Blue Crest Piece,,,1x Massive Metal Chunk
,,,,,,,,,,,,25x Green Crest Piece,,,1x Neural Chip
,,,,,,,,,,,,25x Orange Crest Piece,,,
,,,,,,,,,,,,25x Red Crest Piece,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ein_fild08,,MVP:Rogue Prototype,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,1x Ungoliant Leg,,,NONE,,,,,,,,,,
,,1x Burning Shard,,,,,,,,,,,,,
,,1x Captured Gas,,,,,,,,,,,,,
,,,,,,,,,,prt_maze02,,MVP:Baphomet,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,50x Ghostly Essence,,,1x Fragment of the Past
,,,,,,,,,,,,15x Evil Horn,,,1x Fragment of the Future
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
anthell02,,MVP:Maya,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,75x Worm Peeling,,,1x Shining Sand,,,,,,,,,,
,,75x Ant Jaw,,,1x Ancient Hair Ornament,,,,,,,,,,
,,,,,,,,,,mjo_dun03,,MVP:Kublin,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,100x Lantern,,,1x Gnome's Moustache
,,,,,,,,,,,,,,,1x Coal Powder
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
 in_sphinx4,,MVP:Pharaoh,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,30x Round Shell,,,1x Cultish Mask,,,,,,,,,,
,,30x Rotten Bandage,,,1x Broken Hieroglyph,,,,,,,,,,
,,40x Honey Pot,,,,,,,,,,,,,
,,,,,,,,,,ein_dun02,,MVP:RSX,,,
,,,,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,,,,,,,,20x Toxic Dust,,,1x Burnt Wood
,,,,,,,,,,,,30x Old Pick,,,1x Old Hammer
,,,,,,,,,,,,30x Crystal Fragment,,,
,,,,,,,,,,,,30x Obsidian Fragment,,,
,,,,,,,,,,,,,,,
c_tower4,,MVP:Pyuriel,,,,,,,,,,,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,,,,
,,10x Worn Out Page,,,1x Enchanted Key,,,,,,,,,,
,,30x Starsand,,,1x Cursed Key,,,,,,,,,,
,,60x Clock Needle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
tur_dun04,,MVP: Turtle General,,,,,,,,nif_fild01,,MVP: Lord of the Dead,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,100x Turtle Shell,,,1x Spider Leg,,,,,,,,,,1x Broken Needle
,,,,,1x Old Shuriken,,,,,,,,,,1x Rust Kitchen Knife
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
cmd_fild05,,MVP: False Snake God,,,,,,,,xmas_dun02,,MVP: Stormy Knight,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,10x Sticky Poison,,,1x Chimera Sculpture,,,,,,,50x Candy,,,1x Matchstick
,,10x Rgan Shell,,,1x Hebian Venom,,,,,,,50x Candy Cane,,,1x Red Stocking
,,30x Mutated Tentacle,,,1x White Snake Scale,,,,,,,,,,
,,30x Hebian Leaf,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ice_dun03,,MVP: Ktullanux,,,,,,,,gl_prison1,,MVP: Zealotus,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,100x Ice Chunk,,,1x Frozen Coral,,,,,,,100x Turtle Shell,,,1x Manacles
,,,,,1x Glacial Heart,,,,,,,,,,100x Worn Out Uniform
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
gl_chyard,,MVP: Ragged Golem,,,,,,,,pay_fild04,,MVP: ArchAngeling,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,1x Revenant's Eye,,,,,,,,,,1x Angel's Feather,,,
,,100x Horrendous Mouth,,,,,,,,,,1x Devil's Wing,,,
,,,,,,,,,,,,1x Ghostly Fabric,,,
,,,,,,,,,,,,1x Large Jellopy,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
gefenia00,,MVP: Herald of Dusk,,,,,,,,thor_v03,,MVP: Ifrit,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,100x Cursed Water,,,1x Old Hilt,,,,,,,100x Magma Jelly,,,1x Burning Jewel
,,50x Mastela Fruit,,,1x Blade Lost in Darkness,,,,,,,,,,1x Bulgasari Leather
,,,,,1x Bloody Edge,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
moc_fild999,,MVP: Morroc's Shadow,,,,,,,,lhz_dun01,,MVP: Egnigem Cenia,,,
,,"Altar Items:
Opt 1 / Opt 2",,,,,,,,,,"Altar Items:
Opt 1 / Opt 2",,,
,,,,,1x Crystal of Agony,,,,,,,,,,1x Research Chart
,,,,,1x Crystal of Sorrow,,,,,,,,,,50x ID Card
,,,,,1x Crystal of Despair,,,,,,,,,,50x Broken Handcuffs
,,,,,1x Crystal of Hatred,,,,,,,,,,
